np_id,np_smi,chem_id,chem_smi,standard,pvalue,Assay_ChEMBL_ID,Confidence_Score,Assay_Type,target_id,target_name,target_organism
CNP0371971,c1ccc2c(c1)CCNC2,CHEMBL287837,Clc1ccc2c(c1Cl)CNCC2,Ki,8.81,CHEMBL913943,9,B,CHEMBL4617,Phenylethanolamine N-methyltransferase,Homo sapiens
CNP0371971,c1ccc2c(c1)CCNC2,CHEMBL287837,Clc1ccc2c(c1Cl)CNCC2,Ki,5.86,CHEMBL913946,9,B,CHEMBL4617,Phenylethanolamine N-methyltransferase,Homo sapiens
CNP0371971,c1ccc2c(c1)CCNC2,CHEMBL287837,Clc1ccc2c(c1Cl)CNCC2,Ki,8.51,CHEMBL927607,9,B,CHEMBL2331,Phenylethanolamine N-methyltransferase,Bos taurus
CNP0371971,c1ccc2c(c1)CCNC2,CHEMBL287837,Clc1ccc2c(c1Cl)CNCC2,Ki,6.7,CHEMBL765515,9,B,CHEMBL2331,Phenylethanolamine N-methyltransferase,Bos taurus
CNP0371971,c1ccc2c(c1)CCNC2,CHEMBL287837,Clc1ccc2c(c1Cl)CNCC2,Ki,7.58,CHEMBL913945,9,B,CHEMBL4617,Phenylethanolamine N-methyltransferase,Homo sapiens
CNP0371971,c1ccc2c(c1)CCNC2,CHEMBL287837,Clc1ccc2c(c1Cl)CNCC2,Ki,8.51,CHEMBL890212,9,B,CHEMBL4617,Phenylethanolamine N-methyltransferase,Homo sapiens
CNP0395264,O=C(NO)c1ccccc1,CHEMBL351337,O=C(NO)c1ccc(Br)cc1,IC50,4.85,CHEMBL858253,9,B,CHEMBL312,Arachidonate 5-lipoxygenase,Rattus norvegicus
CNP0395264,O=C(NO)c1ccccc1,CHEMBL351337,O=C(NO)c1ccc(Br)cc1,IC50,4.85,CHEMBL618396,9,B,CHEMBL312,Arachidonate 5-lipoxygenase,Rattus norvegicus
CNP0375264,Cc1c(CCC(=O)O)c(=O)oc2c(C)c(OCc3ccccc3)ccc12,CHEMBL1550032,Cc1c(CCC(=O)O)c(=O)oc2c(C)c(OCc3ccccc3Cl)ccc12,EC50,5.53,CHEMBL1614247,9,F,CHEMBL1293266,Nucleotide-binding oligomerization domain-containing protein 2,Homo sapiens
CNP0365181,NC(=O)C1CCCc2c1[nH]c1ccccc21,CHEMBL597477,NC(=O)[C@H]1CCCc2c1[nH]c1ccc(Cl)cc21,IC50,6.8,CHEMBL1069455,9,B,CHEMBL4506,NAD-dependent deacetylase sirtuin 1,Homo sapiens
CNP0392578,C1=C(c2c[nH]c3ccccc23)CCNC1,CHEMBL282994,Clc1ccc2[nH]cc(C3=CCNCC3)c2c1,IC50,7.58,CHEMBL615927,9,B,CHEMBL273,Serotonin 1a (5-HT1a) receptor,Rattus norvegicus
CNP0392578,C1=C(c2c[nH]c3ccccc23)CCNC1,CHEMBL282994,Clc1ccc2[nH]cc(C3=CCNCC3)c2c1,IC50,8.48,CHEMBL616749,9,B,CHEMBL3459,Serotonin 1b (5-HT1b) receptor,Rattus norvegicus
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL4761710,O=c1oc2cc(O)ccc2cc1-c1ccc(Br)cc1,IC50,6.33,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL4761710,O=c1oc2cc(O)ccc2cc1-c1ccc(Br)cc1,Ki,6.51,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL4760818,O=c1oc2cc(O)ccc2cc1-c1cccc(Cl)c1,Ki,5.89,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL4760818,O=c1oc2cc(O)ccc2cc1-c1cccc(Cl)c1,IC50,5.71,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0369432,O=c1c2ccccc2[se]n1-c1ccccc1,CHEMBL3940631,O=c1c2ccccc2[se]n1-c1cccc(F)c1,IC50,6.03,CHEMBL3861564,9,B,CHEMBL3922,Methionine aminopeptidase 2,Homo sapiens
CNP0382382,C#CCN(C)C(C)Cc1ccccc1,CHEMBL1911928,C#CCN(C)[C@H](CF)Cc1ccccc1,IC50,6.77,CHEMBL1912624,9,B,CHEMBL2039,Monoamine oxidase B,Homo sapiens
CNP0382382.1,C#CCN(C)[C@H](C)Cc1ccccc1,CHEMBL1911928,C#CCN(C)[C@H](CF)Cc1ccccc1,IC50,6.77,CHEMBL1912624,9,B,CHEMBL2039,Monoamine oxidase B,Homo sapiens
CNP0382382.2,C#CCN(C)[C@@H](C)Cc1ccccc1,CHEMBL1911928,C#CCN(C)[C@H](CF)Cc1ccccc1,IC50,6.77,CHEMBL1912624,9,B,CHEMBL2039,Monoamine oxidase B,Homo sapiens
CNP0376613,Cc1cccc(COc2ccc3c(C)c(CC(=O)O)c(=O)oc3c2C)c1,CHEMBL4457710,Cc1c(CC(=O)O)c(=O)oc2c(C)c(OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)ccc12,IC50,4.82,CHEMBL5053125,9,B,CHEMBL4523503,Chloride anion exchanger,Mus musculus
CNP0376613,Cc1cccc(COc2ccc3c(C)c(CC(=O)O)c(=O)oc3c2C)c1,CHEMBL4457710,Cc1c(CC(=O)O)c(=O)oc2c(C)c(OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)ccc12,IC50,6.52,CHEMBL4375439,9,B,CHEMBL4523503,Chloride anion exchanger,Mus musculus
CNP0372226,COc1ccc(-c2nc3c(=O)n(C)c(=O)nc-3n(C)n2)cc1,CHEMBL2420616,Cn1nc(-c2ccc(OC(F)(F)F)cc2)nc2c(=O)n(C)c(=O)nc1-2,EC50,6.58,CHEMBL2423658,9,B,CHEMBL2169736,Tyrosyl-DNA phosphodiesterase 2,Homo sapiens
CNP0369293,COc1ccc(N2C(=O)C=CC2=O)cc1,CHEMBL1570845,O=C1C=CC(=O)N1c1ccc(OC(F)F)cc1,IC50,4.74,CHEMBL1738164,9,F,CHEMBL4423,C-C chemokine receptor type 6,Homo sapiens
CNP0373557,COC(=O)Cc1c(C)c2ccc(OCC(=O)c3ccccc3)cc2oc1=O,CHEMBL4176638,COC(=O)Cc1c(C)c2ccc(OCC(=O)c3ccc(F)cc3)cc2oc1=O,Ki,6.6,CHEMBL4151361,9,B,CHEMBL3242,Carbonic anhydrase XII,Homo sapiens
CNP0373557,COC(=O)Cc1c(C)c2ccc(OCC(=O)c3ccccc3)cc2oc1=O,CHEMBL4176638,COC(=O)Cc1c(C)c2ccc(OCC(=O)c3ccc(F)cc3)cc2oc1=O,Ki,7.07,CHEMBL4151360,9,B,CHEMBL3594,Carbonic anhydrase IX,Homo sapiens
CNP0395264,O=C(NO)c1ccccc1,CHEMBL155287,O=C(NO)c1ccc(I)cc1,IC50,4.82,CHEMBL618396,9,B,CHEMBL312,Arachidonate 5-lipoxygenase,Rattus norvegicus
CNP0395264,O=C(NO)c1ccccc1,CHEMBL155287,O=C(NO)c1ccc(I)cc1,IC50,4.82,CHEMBL858253,9,B,CHEMBL312,Arachidonate 5-lipoxygenase,Rattus norvegicus
CNP0370072,COc1ccc2c(c1)c(=O)oc1c(C)c(O)ccc12,CHEMBL438443,COc1cc2c(=O)oc3c(C)c(O)ccc3c2cc1Br,IC50,5.0,CHEMBL865582,9,B,CHEMBL206,Estrogen receptor alpha,Homo sapiens
CNP0370072,COc1ccc2c(c1)c(=O)oc1c(C)c(O)ccc12,CHEMBL438443,COc1cc2c(=O)oc3c(C)c(O)ccc3c2cc1Br,IC50,7.11,CHEMBL865583,9,B,CHEMBL242,Estrogen receptor beta,Homo sapiens
CNP0374859,CCCN(CCC)C1CCc2cccc(O)c2C1,CHEMBL505765,Br.CCCN(CCC)C1CCc2cccc(O)c2C1,Ki,9.1,CHEMBL3767883,9,B,CHEMBL273,Serotonin 1a (5-HT1a) receptor,Rattus norvegicus
CNP0373557,COC(=O)Cc1c(C)c2ccc(OCC(=O)c3ccccc3)cc2oc1=O,CHEMBL4172130,COC(=O)Cc1c(C)c2ccc(OCC(=O)c3ccc(Cl)cc3)cc2oc1=O,Ki,6.35,CHEMBL4151361,9,B,CHEMBL3242,Carbonic anhydrase XII,Homo sapiens
CNP0373557,COC(=O)Cc1c(C)c2ccc(OCC(=O)c3ccccc3)cc2oc1=O,CHEMBL4172130,COC(=O)Cc1c(C)c2ccc(OCC(=O)c3ccc(Cl)cc3)cc2oc1=O,Ki,7.63,CHEMBL4151360,9,B,CHEMBL3594,Carbonic anhydrase IX,Homo sapiens
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL4776234,O=c1oc2cc(O)ccc2cc1-c1ccccc1Cl,IC50,4.72,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL4776234,O=c1oc2cc(O)ccc2cc1-c1ccccc1Cl,Ki,4.9,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0376613,Cc1cccc(COc2ccc3c(C)c(CC(=O)O)c(=O)oc3c2C)c1,CHEMBL4436134,Cc1c(CC(=O)O)c(=O)oc2c(C)c(OCc3cccc(C(F)(F)F)c3)ccc12,IC50,7.6,CHEMBL5053125,9,B,CHEMBL4523503,Chloride anion exchanger,Mus musculus
CNP0376613,Cc1cccc(COc2ccc3c(C)c(CC(=O)O)c(=O)oc3c2C)c1,CHEMBL4436134,Cc1c(CC(=O)O)c(=O)oc2c(C)c(OCc3cccc(C(F)(F)F)c3)ccc12,IC50,7.64,CHEMBL4375440,9,B,CHEMBL4523503,Chloride anion exchanger,Mus musculus
CNP0369432,O=c1c2ccccc2[se]n1-c1ccccc1,CHEMBL5193976,O=c1c2ccccc2[se]n1-c1cc(Cl)ccc1F,IC50,7.82,CHEMBL5139922,9,B,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2
CNP0369432,O=c1c2ccccc2[se]n1-c1ccccc1,CHEMBL5193976,O=c1c2ccccc2[se]n1-c1cc(Cl)ccc1F,IC50,5.68,CHEMBL5139921,9,B,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2
CNP0395264,O=C(NO)c1ccccc1,CHEMBL4850382,O=C(NO)c1cccc(F)c1,IC50,4.53,CHEMBL4828677,9,B,CHEMBL325,Histone deacetylase 1,Homo sapiens
CNP0395264,O=C(NO)c1ccccc1,CHEMBL4850382,O=C(NO)c1cccc(F)c1,IC50,6.34,CHEMBL4828678,9,B,CHEMBL1865,Histone deacetylase 6,Homo sapiens
CNP0366188,CC(C)Cc1ccc(C(C)C(=O)NCc2ccccc2)cc1,CHEMBL4743034,CC(C)Cc1ccc(C(C)C(=O)NCc2ccc(Cl)cc2)cc1,IC50,4.57,CHEMBL4683850,9,B,CHEMBL3229,Anandamide amidohydrolase,Rattus norvegicus
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL1387945,O=c1oc2cc(O)ccc2cc1-c1ccc(F)cc1,Ki,5.77,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL1387945,O=c1oc2cc(O)ccc2cc1-c1ccc(F)cc1,IC50,5.59,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0369432,O=c1c2ccccc2[se]n1-c1ccccc1,CHEMBL3964347,O=c1c2ccccc2[se]n1-c1ccc(F)cc1,IC50,4.96,CHEMBL3861564,9,B,CHEMBL3922,Methionine aminopeptidase 2,Homo sapiens
CNP0394952,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL4554026,CC(=O)CC(c1ccc(I)cc1)c1c(O)c2ccccc2oc1=O,Ki,5.48,CHEMBL4369789,9,B,CHEMBL3253,Serum albumin,Homo sapiens
CNP0394952,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL4554026,CC(=O)CC(c1ccc(I)cc1)c1c(O)c2ccccc2oc1=O,Ki,5.48,CHEMBL4369790,9,B,CHEMBL3253,Serum albumin,Homo sapiens
CNP0366188,CC(C)Cc1ccc(C(C)C(=O)NCc2ccccc2)cc1,CHEMBL4755091,CC(C)Cc1ccc(C(C)C(=O)NCc2ccc(Cl)cc2Cl)cc1,IC50,4.68,CHEMBL4683850,9,B,CHEMBL3229,Anandamide amidohydrolase,Rattus norvegicus
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL3739747,O=c1oc2cc(O)ccc2cc1-c1ccc(Cl)cc1,IC50,6.04,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL3739747,O=c1oc2cc(O)ccc2cc1-c1ccc(Cl)cc1,Ki,6.21,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL4739944,O=c1oc2cc(O)ccc2cc1-c1ccc(I)cc1,IC50,6.14,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0394042,O=c1oc2cc(O)ccc2cc1-c1ccccc1,CHEMBL4739944,O=c1oc2cc(O)ccc2cc1-c1ccc(I)cc1,Ki,6.32,CHEMBL4702212,9,B,CHEMBL2085,Macrophage migration inhibitory factor,Homo sapiens
CNP0366188,CC(C)Cc1ccc(C(C)C(=O)NCc2ccccc2)cc1,CHEMBL4762486,CC(C)Cc1ccc(C(C)C(=O)NCc2ccc(Cl)c(Cl)c2)cc1,IC50,4.44,CHEMBL4683850,9,B,CHEMBL3229,Anandamide amidohydrolase,Rattus norvegicus
CNP0376613,Cc1cccc(COc2ccc3c(C)c(CC(=O)O)c(=O)oc3c2C)c1,CHEMBL4469522,Cc1c(CC(=O)O)c(=O)oc2c(C)c(OCc3cc(F)cc(C(F)(F)F)c3)ccc12,IC50,7.22,CHEMBL4375439,9,B,CHEMBL4523503,Chloride anion exchanger,Mus musculus
CNP0376613,Cc1cccc(COc2ccc3c(C)c(CC(=O)O)c(=O)oc3c2C)c1,CHEMBL4562582,Cc1c(CC(=O)O)c(=O)oc2c(C)c(OCc3cc(C(F)(F)F)ccc3F)ccc12,IC50,7.0,CHEMBL5053125,9,B,CHEMBL4523503,Chloride anion exchanger,Mus musculus
CNP0369432,O=c1c2ccccc2[se]n1-c1ccccc1,CHEMBL5194538,O=c1c2ccccc2[se]n1-c1ccccc1Br,IC50,7.59,CHEMBL5139922,9,B,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2
CNP0369432,O=c1c2ccccc2[se]n1-c1ccccc1,CHEMBL5194538,O=c1c2ccccc2[se]n1-c1ccccc1Br,IC50,5.9,CHEMBL5139921,9,B,CHEMBL4523582,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2
CNP0366188,CC(C)Cc1ccc(C(C)C(=O)NCc2ccccc2)cc1,CHEMBL4748754,CC(C)Cc1ccc(C(C)C(=O)NCc2cc(Cl)ccc2Cl)cc1,IC50,5.36,CHEMBL4683850,9,B,CHEMBL3229,Anandamide amidohydrolase,Rattus norvegicus
CNP0366188,CC(C)Cc1ccc(C(C)C(=O)NCc2ccccc2)cc1,CHEMBL4741013,CC(C)Cc1ccc(C(C)C(=O)NCc2ccccc2Cl)cc1,IC50,5.39,CHEMBL4683850,9,B,CHEMBL3229,Anandamide amidohydrolase,Rattus norvegicus
CNP0376629,Cc1cc(C)nc(NC(=N)NCCc2c[nH]c3ccccc23)n1,CHEMBL1094986,Cc1cc(C)nc(NC(=N)NCCc2c[nH]c3ccc(F)cc23)n1,Ki,6.7,CHEMBL1117497,9,B,CHEMBL251,Adenosine A2a receptor,Homo sapiens
CNP0374859,CCCN(CCC)C1CCc2cccc(O)c2C1,CHEMBL541621,Br.CCCN(CCC)[C@H]1CCc2cccc(O)c2C1,Ki,9.1,CHEMBL1787911,9,B,CHEMBL273,Serotonin 1a (5-HT1a) receptor,Rattus norvegicus
CNP0364064.2,Cc1nn(C(=O)/C=C/c2ccccc2)c2c1[C@H]1[C@@H](C2)C1(C)C,CHEMBL3103683,Cc1nn(C(=O)/C=C/c2cc(F)ccc2F)c2c1[C@H]1[C@@H](C2)C1(C)C,EC50,8.52,CHEMBL3108092,9,F,CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,Homo sapiens
CNP0415783.3,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,CHEMBL1823492,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)cc1F.[Na+].[Na+],IC50,6.54,CHEMBL1827108,9,B,CHEMBL1795161,Thymidylate synthase thyX,Mycobacterium tuberculosis
CNP0415783.3,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,CHEMBL1823492,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)cc1F.[Na+].[Na+],IC50,6.24,CHEMBL1827109,9,B,CHEMBL1795162,Thymidylate synthase,Mycobacterium tuberculosis
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL542933,Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,8.3,CHEMBL856819,9,B,CHEMBL238,Dopamine transporter,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL542933,Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,8.77,CHEMBL2394496,9,B,CHEMBL238,Dopamine transporter,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL542933,Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,7.79,CHEMBL3102344,9,B,CHEMBL238,Dopamine transporter,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL542933,Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,7.31,CHEMBL3102343,9,B,CHEMBL222,Norepinephrine transporter,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL542933,Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,8.89,CHEMBL2394496,9,B,CHEMBL238,Dopamine transporter,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL542933,Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,6.7,CHEMBL3102342,9,B,CHEMBL228,Serotonin transporter,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL542933,Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,8.7,CHEMBL5047406,9,B,CHEMBL238,Dopamine transporter,Homo sapiens
CNP0404596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL4471584,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1F,IC50,9.15,CHEMBL4308248,9,F,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0404596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL4471584,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1F,IC50,9.15,CHEMBL4308248,9,F,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0404596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL4471584,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1F,IC50,8.12,CHEMBL4308247,9,F,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0404596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL4471584,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1F,Ki,7.75,CHEMBL4371113,9,B,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0404596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL4471584,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1F,Ki,8.14,CHEMBL4371114,9,B,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0404596,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL4471584,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1F,Ki,8.43,CHEMBL4371115,9,B,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,6.3,CHEMBL830866,9,B,CHEMBL304,Norepinephrine transporter,Rattus norvegicus
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,8.18,CHEMBL831084,9,F,CHEMBL338,Dopamine transporter,Rattus norvegicus
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,7.97,CHEMBL1932600,9,B,CHEMBL338,Dopamine transporter,Rattus norvegicus
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,7.85,CHEMBL2433692,9,B,CHEMBL238,Dopamine transporter,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,6.88,CHEMBL1932601,9,B,CHEMBL313,Serotonin transporter,Rattus norvegicus
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,6.3,CHEMBL1932602,9,B,CHEMBL6184,Transporter,Rattus norvegicus
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,5.45,CHEMBL755357,9,B,CHEMBL233,Mu opioid receptor,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,6.72,CHEMBL3363900,9,B,CHEMBL238,Dopamine transporter,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,5.42,CHEMBL3363898,9,B,CHEMBL228,Serotonin transporter,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,IC50,5.84,CHEMBL3363899,9,B,CHEMBL222,Norepinephrine transporter,Homo sapiens
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,7.79,CHEMBL1775933,9,B,CHEMBL338,Dopamine transporter,Rattus norvegicus
CNP0422641,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL543876,Cl.Cl.Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,Ki,6.7,CHEMBL1775936,9,B,CHEMBL313,Serotonin transporter,Rattus norvegicus
CNP0396926,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,CHEMBL477406,CCOc1ccccc1O[C@H](c1ccc(I)cc1)[C@H]1CNCCO1,Ki,6.19,CHEMBL984460,9,B,CHEMBL313,Serotonin transporter,Rattus norvegicus
CNP0396926,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,CHEMBL477406,CCOc1ccccc1O[C@H](c1ccc(I)cc1)[C@H]1CNCCO1,Ki,6.14,CHEMBL984461,9,B,CHEMBL338,Dopamine transporter,Rattus norvegicus
CNP0396926.1,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,CHEMBL477406,CCOc1ccccc1O[C@H](c1ccc(I)cc1)[C@H]1CNCCO1,Ki,6.19,CHEMBL984460,9,B,CHEMBL313,Serotonin transporter,Rattus norvegicus
CNP0396926.1,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,CHEMBL477406,CCOc1ccccc1O[C@H](c1ccc(I)cc1)[C@H]1CNCCO1,Ki,6.14,CHEMBL984461,9,B,CHEMBL338,Dopamine transporter,Rattus norvegicus
CNP0410842,CN(C)CCCN1c2ccccc2CCc2ccccc21,CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,IC50,4.43,CHEMBL4017550,9,A,CHEMBL6020,Bile salt export pump,Homo sapiens
CNP0410842,CN(C)CCCN1c2ccccc2CCc2ccccc21,CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,IC50,7.16,CHEMBL3253107,9,B,CHEMBL4642,Serotonin transporter,Mus musculus
CNP0410842,CN(C)CCCN1c2ccccc2CCc2ccccc21,CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,IC50,4.71,CHEMBL994103,9,B,CHEMBL5685,Solute carrier family 22 member 1,Homo sapiens
CNP0410842,CN(C)CCCN1c2ccccc2CCc2ccccc21,CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,IC50,7.0,CHEMBL1909085,9,B,CHEMBL319,Alpha-1a adrenergic receptor,Rattus norvegicus
